pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id.1,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,barrel
SI,2017-07-15,91.1,1.2283,5.8568,Jesse Winker,608385,594840,field_out,hit_into_play,NA,NA,NA,NA,4,"Jesse Winker grounds out, shortstop Adrian Sanchez to first baseman Ryan Zimmerman.",R,L,L,CIN,WSH,X,6,ground_ball,0,1,2017,0.3356,0.5663,-0.4352,2.7361,NA,NA,NA,2,9,Bot,135.69,140.81,NA,NA,446308,NA,170716_024208,-4.8955,-132.5764,-3.2264,4.9094,24.9355,-25.0255,3.4691,1.5205,3,77.9,-38.335,91.62,1710,6.323,491464,594840,446308,475582,502517,543685,506703,430605,571718,502317,54.1758,0.066,0.06,0,1,0,0,2,88,2,0
SL,2017-07-15,83.4,1.4853,5.9259,Jesse Winker,608385,594840,NA,called_strike,NA,NA,NA,NA,2,NA,R,L,L,CIN,WSH,S,NA,NA,0,0,2017,-0.5682,0.3354,0.0798,3.3421,NA,NA,NA,2,9,Bot,NA,NA,NA,NA,446308,NA,170716_024150,-2.1209,-121.1049,-0.1366,-5.0494,23.412,-29.1732,3.3479,1.6864,NA,NA,NA,82.301,NA,5.637,491464,594840,446308,475582,502517,543685,506703,430605,571718,502317,54.862,0,0,NA,NA,NA,NA,NA,88,1,NA
FF,2017-07-09,94.5,-1.982,5.9067,Jesse Winker,608385,605151,field_out,hit_into_play,NA,NA,NA,NA,4,"Jesse Winker grounds out, shortstop Ketel Marte to first baseman Paul Goldschmidt.",R,L,R,ARI,CIN,X,6,ground_ball,2,1,2017,-0.7565,1.2459,-0.4372,2.6311,NA,NA,NA,1,9,Top,122.11,149.05,NA,NA,455104,NA,170709_225548,5.6572,-137.3196,-5.5901,-10.7088,28.2379,-15.5148,3.4387,1.2474,104,106.5,3.884,94.364,2309,6.12,491423,605151,455104,502671,572008,571875,606466,453923,572041,444482,54.3793,0.622,0.584,0,1,0,0,4,69,4,0
FF,2017-07-09,95.2,-2.0961,5.8994,Jesse Winker,608385,605151,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,ARI,CIN,B,NA,NA,1,1,2017,-0.7288,1.1555,-0.3172,0.8723,NA,NA,NA,1,9,Top,NA,NA,NA,NA,455104,NA,170709_225528,6.2213,-137.9025,-9.991,-10.5732,29.7074,-15.6056,3.6035,1.6244,NA,NA,NA,94.537,2437,6.075,491423,605151,455104,502671,572008,571875,606466,453923,572041,444482,54.4245,0,0,NA,NA,NA,NA,NA,69,3,NA
KC,2017-07-09,78.2,-2.018,6.1171,Jesse Winker,608385,605151,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,ARI,CIN,B,NA,NA,0,1,2017,0.6465,-0.9062,-1.2279,2.2813,NA,NA,NA,1,9,Top,NA,NA,NA,NA,455104,NA,170709_225515,0.532,-113.6137,0.2883,5.3832,22.4464,-40.1775,3.6035,1.6008,NA,NA,NA,77.349,1942,5.943,491423,605151,455104,502671,572008,571875,606466,453923,572041,444482,54.557,0,0,NA,NA,NA,NA,NA,69,2,NA
KC,2017-07-09,79.2,-1.9583,6.0911,Jesse Winker,608385,605151,NA,called_strike,NA,NA,NA,NA,8,NA,R,L,R,ARI,CIN,S,NA,NA,0,0,2017,0.4434,-1.2856,0.0362,1.6769,NA,NA,NA,1,9,Top,NA,NA,NA,NA,455104,NA,170709_225504,3.5342,-115.1963,-0.4255,3.221,23.0058,-43.7043,3.6271,1.5537,NA,NA,NA,79.034,1993,6.365,491423,605151,455104,502671,572008,571875,606466,453923,572041,444482,54.1341,0,0,NA,NA,NA,NA,NA,69,1,NA
SL,2017-07-17,86,-2.3913,5.8894,Jesse Winker,608385,430599,walk,ball,NA,NA,NA,NA,11,Jesse Winker walks.,R,L,R,CIN,WSH,B,NA,NA,3,2,2017,0.2796,0.9948,-0.1128,4.0913,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,446308,NA,170717_191242,4.8048,-125.0388,-0.049,2.0372,22.5578,-22.0477,3.3583,1.5589,NA,NA,NA,85.609,2376,5.839,491492,430599,446308,475582,502517,543685,452220,430605,571718,547180,54.6599,0,0,0.7,1,0,0,NA,64,6,NA
CH,2017-07-17,85.1,-2.3707,5.545,Jesse Winker,608385,430599,NA,called_strike,NA,NA,NA,NA,1,NA,R,L,R,CIN,WSH,S,NA,NA,3,1,2017,-1.5111,0.5991,-0.77,2.9888,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,446308,NA,170717_191221,6.7525,-123.4369,-0.811,-16.8041,26.1566,-26.1351,3.3586,1.5158,NA,NA,NA,84.71,1693,6.35,491492,430599,446308,475582,502517,543685,452220,430605,571718,547180,54.1494,0,0,NA,NA,NA,NA,NA,64,5,NA
FT,2017-07-17,90.1,-2.5858,5.6487,Jesse Winker,608385,430599,NA,ball,NA,NA,NA,NA,11,NA,R,L,R,CIN,WSH,B,NA,NA,2,1,2017,-1.073,1.5551,-1.5097,3.6663,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,446308,NA,170717_191204,4.8562,-130.6126,-2.0938,-13.1593,30.1421,-14.4987,3.4018,1.5158,NA,NA,NA,88.921,2253,5.974,491492,430599,446308,475582,502517,543685,452220,430605,571718,547180,54.5252,0,0,NA,NA,NA,NA,NA,64,4,NA
FF,2017-07-17,90.4,-2.6669,5.7968,Jesse Winker,608385,430599,NA,swinging_strike,NA,NA,NA,NA,2,NA,R,L,R,CIN,WSH,S,NA,NA,2,0,2017,-0.8272,2.1166,-0.1315,3.0631,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,446308,NA,170717_191144,8.0078,-130.9304,-5.2138,-11.2206,29.4728,-7.1377,3.661,1.3861,NA,NA,NA,89.605,2205,6.199,491492,430599,446308,475582,502517,543685,452220,430605,571718,547180,54.2998,0,0,NA,NA,NA,NA,NA,64,3,NA
