pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id.1,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,barrel
FF,2017-04-07,96.8,1.7127,5.8422,Ender Inciarte,542255,553878,NA,foul,NA,NA,NA,NA,4,NA,R,L,L,PIT,ATL,S,NA,NA,1,2,2017,0.2057,1.4714,-0.5926,2.4225,NA,NA,NA,2,7,Top,NA,NA,NA,NA,465041,NA,170407_192925,-6.6566,-140.6821,-6.9569,4.3257,33.4058,-11.0943,3.16,1.39,NA,NA,NA,97.052,2422,6.609,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,53.8918,0,0,NA,NA,NA,NA,NA,60,4,NA
SL,2017-04-07,81.7,1.9433,5.6284,Ender Inciarte,542255,553878,NA,foul,NA,NA,NA,NA,5,NA,R,L,L,PIT,ATL,S,NA,NA,1,1,2017,-1.7769,0.2643,0.2392,2.5236,NA,NA,NA,2,7,Top,NA,NA,NA,NA,465041,NA,170407_192908,-0.5643,-118.6546,-0.815,-15.8218,24.6931,-29.941,3.16,1.39,NA,NA,NA,79.447,2881,5.033,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.4686,0,0,NA,NA,NA,NA,NA,60,3,NA
FF,2017-04-07,96.6,1.8899,5.7492,Ender Inciarte,542255,553878,NA,ball,NA,NA,NA,NA,11,NA,R,L,L,PIT,ATL,B,NA,NA,0,1,2017,0.5659,1.418,-1.0184,2.447,NA,NA,NA,2,7,Top,NA,NA,NA,NA,465041,NA,170407_192853,-8.8696,-140.1417,-6.2672,9.2656,31.1454,-12.7492,3.16,1.39,NA,NA,NA,95.324,2462,5.684,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.8169,0,0,NA,NA,NA,NA,NA,60,2,NA
FF,2017-04-07,97.3,1.7962,5.5674,Ender Inciarte,542255,553878,NA,foul,NA,NA,NA,NA,12,NA,R,L,L,PIT,ATL,S,NA,NA,0,0,2017,0.7331,0.9241,0.0781,3.4282,NA,NA,NA,2,7,Top,NA,NA,NA,NA,465041,NA,170407_192836,-6.2107,-141.4773,-2.2752,11.1122,32.3708,-19.6743,3.16,1.39,NA,NA,NA,96.55,2594,5.911,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.5899,0,0,NA,NA,NA,NA,NA,60,1,NA
FF,2017-04-07,97,2.1286,5.7772,Anthony Recker,489232,553878,strikeout,swinging_strike,NA,NA,NA,NA,12,Anthony Recker strikes out swinging.,R,R,L,PIT,ATL,S,NA,NA,1,2,2017,0.6626,1.9694,1.0642,3.2046,NA,NA,NA,1,7,Top,NA,NA,NA,NA,465041,NA,170407_192803,-4.2074,-140.6475,-5.4129,9.4921,38.1546,-6.2081,3.56,1.59,NA,NA,NA,94.147,2514,5.268,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.2334,0,0,0,1,0,0,NA,59,4,NA
CU,2017-04-07,77.8,2.1111,5.6488,Anthony Recker,489232,553878,NA,called_strike,NA,NA,NA,NA,6,NA,R,R,L,PIT,ATL,S,NA,NA,1,1,2017,-1.8361,-0.533,0.4244,2.7516,NA,NA,NA,1,7,Top,NA,NA,NA,NA,465041,NA,170407_192748,-0.4084,-112.7594,1.7612,-14.5502,25.2444,-37.176,3.56,1.59,NA,NA,NA,74.847,2888,4.87,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.631100000000004,0,0,NA,NA,NA,NA,NA,59,3,NA
FF,2017-04-07,96.9,2.3253,5.5269,Anthony Recker,489232,553878,NA,called_strike,NA,NA,NA,NA,4,NA,R,R,L,PIT,ATL,S,NA,NA,1,0,2017,0.6521,1.5653,-0.4487,2.5033,NA,NA,NA,1,7,Top,NA,NA,NA,NA,465041,NA,170407_192733,-8.7139,-140.4176,-5.8088,10.5568,35.8291,-10.9726,3.56,1.59,NA,NA,NA,94.859,2471,5.626,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.8749,0,0,NA,NA,NA,NA,NA,59,2,NA
FF,2017-04-07,95.9,2.2371,5.6017,Anthony Recker,489232,553878,NA,ball,NA,NA,NA,NA,8,NA,R,R,L,PIT,ATL,B,NA,NA,0,0,2017,0.8125,1.5762,-0.0928,1.5564,NA,NA,NA,1,7,Top,NA,NA,NA,NA,465041,NA,170407_192718,-7.7406,-138.829,-8.2091,11.986,34.8344,-10.9309,3.56,1.59,NA,NA,NA,93.271,2529,5.302,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,55.1998,0,0,NA,NA,NA,NA,NA,59,1,NA
CH,2017-04-07,88.2,2.0507,5.4197,Kurt Suzuki,435559,553878,strikeout,swinging_strike,NA,NA,NA,NA,8,Kurt Suzuki strikes out swinging.,R,R,L,PIT,ATL,S,NA,NA,1,2,2017,1.1175,0.4313,0.0741,1.6801,NA,NA,NA,0,7,Top,NA,NA,NA,NA,465041,NA,170407_192634,-6.9938,-128.0877,-3.8018,13.5084,26.9928,-26.978,3.22,1.45,NA,NA,NA,87.128,1957,5.769,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.7323,0,0,0,1,0,0,NA,58,4,NA
CH,2017-04-07,87.2,2.2026,5.4718,Kurt Suzuki,435559,553878,NA,foul,NA,NA,NA,NA,8,NA,R,R,L,PIT,ATL,S,NA,NA,1,1,2017,1.0927,0.3271,0.138,1.5593,NA,NA,NA,0,7,Top,NA,NA,NA,NA,465041,NA,170407_192606,-7.0609,-126.6462,-3.8492,12.9236,25.1405,-28.201,3.22,1.45,NA,NA,NA,86.226,1782,5.711,490148,553878,465041,444379,543281,501896,474568,570256,516782,457705,54.7899,0,0,NA,NA,NA,NA,NA,58,3,NA
